#{"t_start": 1768249545.710879, "env_id": "SpaceInvaders-v0"}
r,l,t
95.0,516,27.324369
115.0,669,27.876991
50.0,409,28.234965
35.0,385,28.534047
490.0,1201,29.55285
365.0,751,30.178462
80.0,640,30.695438
55.0,507,31.106044
180.0,818,31.779174
100.0,392,32.091706
185.0,698,32.654144
70.0,710,33.228749
45.0,521,33.634796
35.0,604,34.112846
135.0,510,34.532411
50.0,508,34.921207
230.0,1069,36.683238
750.0,1588,39.601285
65.0,411,40.309676
50.0,359,40.939803
165.0,766,42.348208
0.0,336,42.900842
210.0,803,44.369186
245.0,1089,46.367587
75.0,639,47.536381
95.0,777,48.964664
20.0,513,49.89891
80.0,355,50.537416
85.0,711,51.874614
45.0,610,53.001368
460.0,1364,55.549214
130.0,805,57.006358
220.0,732,58.347889
170.0,640,59.542466
125.0,670,60.743273
75.0,563,61.710041
75.0,491,62.598162
120.0,793,64.065257
230.0,1101,66.102528
250.0,1064,68.048003
190.0,822,69.482533
105.0,650,70.633541
185.0,837,72.141201
115.0,644,73.267928
65.0,586,74.328556
120.0,551,75.312317
55.0,450,76.084983
15.0,361,76.694052
65.0,513,77.590346
135.0,622,78.716132
320.0,1134,80.827399
185.0,737,82.222788
125.0,645,83.406523
70.0,526,84.379019
65.0,945,86.143291
60.0,642,87.292151
170.0,688,88.607986
50.0,493,89.494258
210.0,698,90.751451
0.0,631,91.896487
205.0,948,93.600757
105.0,650,94.742417
70.0,599,95.777913
145.0,663,96.953584
150.0,914,98.582326
105.0,660,99.756155
120.0,815,101.222842
90.0,407,101.88445
275.0,1136,104.003105
155.0,601,105.059776
80.0,445,105.79638
50.0,374,106.431466
175.0,693,107.645029
125.0,647,108.81129
80.0,645,109.966202
85.0,679,111.23638
135.0,702,112.555126
145.0,872,114.187281
315.0,1122,116.342983
180.0,641,117.562881
120.0,537,118.547138
160.0,649,119.719707
475.0,1386,122.363924
20.0,410,123.106109
80.0,590,124.191769
150.0,714,125.526404
210.0,855,127.112501
80.0,632,128.287555
130.0,692,129.577167
80.0,661,130.801428
180.0,882,132.511502
170.0,806,134.029754
80.0,693,135.336418
125.0,837,136.885765
55.0,641,138.161556
130.0,676,139.451427
290.0,1067,141.474914
45.0,465,142.343598
175.0,676,143.616582
80.0,395,144.292714
450.0,1315,146.820189
110.0,595,147.979947
85.0,625,149.151622
60.0,668,150.523006
20.0,380,151.234174
15.0,499,152.166796
140.0,575,153.26706
115.0,499,154.221017
165.0,846,155.890575
105.0,906,157.586356
155.0,749,158.984979
120.0,639,160.221416
120.0,807,161.769838
170.0,875,163.461715
175.0,871,165.105975
45.0,393,165.792109
95.0,510,166.754263
30.0,584,167.815946
130.0,871,169.495152
185.0,833,171.10927
45.0,367,171.846728
50.0,836,173.584744
95.0,709,174.930727
90.0,442,191.755489
105.0,639,192.995612
175.0,741,194.378979
135.0,695,195.716315
145.0,817,197.283325
45.0,505,198.237998
95.0,525,199.21681
285.0,1175,201.524034
145.0,785,203.024771
125.0,790,204.491331
180.0,853,206.152372
265.0,1041,208.177187
60.0,637,209.38003
135.0,769,210.86867
275.0,903,212.619119
5.0,511,213.525747
80.0,651,214.772992
415.0,942,216.58607
295.0,1417,219.340905
335.0,782,220.806128
85.0,569,221.860288
60.0,416,222.60442
175.0,921,224.360865
155.0,591,225.454104
35.0,450,226.290723
10.0,419,227.042134
35.0,655,228.305529
65.0,583,229.380512
10.0,385,230.081639
105.0,600,231.194928
90.0,541,232.201051
35.0,395,232.974461
75.0,619,234.173195
115.0,621,235.328352
105.0,712,236.640686
140.0,677,237.942111
100.0,703,239.313196
110.0,520,240.305345
75.0,381,240.989086
95.0,689,242.303104
355.0,797,243.825397
35.0,358,244.441369
210.0,1460,247.345273
30.0,408,248.09999
100.0,600,249.257138
395.0,1300,251.85697
260.0,1012,253.851567
75.0,498,254.769997
200.0,904,256.507983
35.0,379,257.250261
100.0,507,258.188633
125.0,632,259.365684
410.0,817,260.980889
110.0,608,262.162788
25.0,429,263.024952
395.0,841,264.751568
140.0,672,266.017885
40.0,335,266.587471
65.0,580,267.750989
50.0,427,268.560598
110.0,551,269.617659
155.0,818,271.283169
190.0,1009,273.264257
150.0,1073,275.320188
180.0,785,276.805414
75.0,667,278.118197
140.0,760,279.62141
210.0,766,281.081713
70.0,619,282.257187
115.0,782,283.71885
320.0,1136,285.928421
310.0,1175,288.243693
410.0,860,289.930581
445.0,1110,292.11043
20.0,347,292.783198
115.0,684,294.118079
185.0,837,295.799829
295.0,952,297.680638
60.0,382,298.377222
40.0,377,299.102798
710.0,1341,301.838975
30.0,509,302.804127
95.0,617,304.018568
55.0,520,305.023233
75.0,537,306.040847
75.0,707,307.455932
65.0,494,308.35639
95.0,650,309.614493
190.0,673,310.89881
380.0,975,312.874525
105.0,663,314.169879
60.0,385,314.870596
150.0,959,316.819235
20.0,366,317.460842
170.0,803,319.05856
185.0,1073,321.179676
140.0,687,322.496164
240.0,924,324.303822
135.0,415,325.075935
150.0,666,326.402888
15.0,322,327.037081
55.0,463,327.936282
65.0,408,328.726048
140.0,716,330.146481
365.0,1248,332.625047
50.0,517,333.571366
140.0,511,334.533501
170.0,849,336.148676
110.0,660,337.423264
180.0,687,338.783499
15.0,481,339.735757
155.0,669,341.024385
320.0,838,342.639718
55.0,510,343.600994
135.0,674,345.174578
85.0,616,346.595182
175.0,935,348.722327
120.0,704,350.300571
60.0,535,351.480103
290.0,1021,353.893283
170.0,685,355.441466
135.0,656,356.826125
545.0,1114,376.15206
80.0,600,377.485821
80.0,729,379.055225
105.0,518,380.189858
80.0,572,381.515079
40.0,367,382.321166
20.0,534,383.547572
165.0,656,384.984068
80.0,578,386.242818
110.0,574,387.453964
75.0,506,388.545737
75.0,347,389.271334
165.0,935,391.394198
180.0,706,392.99938
140.0,678,394.468624
160.0,819,396.301863
725.0,1490,399.615775
345.0,1000,401.830917
50.0,430,402.730089
75.0,381,403.560265
165.0,735,405.162839
85.0,525,406.262914
65.0,518,407.343887
120.0,678,408.837647
95.0,896,410.815526
270.0,1049,413.308593
260.0,1278,416.201619
155.0,730,417.910621
220.0,858,419.809402
305.0,1133,422.399384
110.0,680,423.890619
360.0,760,425.537993
20.0,343,426.238284
95.0,637,427.601606
45.0,383,428.373154
335.0,1200,431.142718
30.0,398,431.955872
95.0,499,433.018747
335.0,903,435.041245
320.0,959,437.150283
605.0,1498,440.613295
60.0,537,441.823732
315.0,809,443.761562
30.0,403,444.626579
350.0,663,446.056587
70.0,486,447.110943
170.0,536,448.296537
205.0,639,449.700022
50.0,376,450.488144
235.0,817,452.315431
260.0,1186,454.967557
75.0,636,456.390919
35.0,399,457.258624
110.0,547,458.430437
40.0,627,459.828323
105.0,654,461.410333
60.0,516,462.422789
235.0,1140,464.723273
55.0,504,465.667522
150.0,652,466.898274
50.0,399,467.643492
325.0,978,469.552983
510.0,959,471.461542
135.0,711,472.857572
120.0,657,474.11331
95.0,685,475.476807
105.0,610,476.636941
205.0,710,478.046788
30.0,351,478.655199
80.0,663,479.965412
200.0,667,481.254984
170.0,646,482.519149
30.0,456,483.406781
315.0,941,485.369847
50.0,546,486.431996
115.0,641,487.737025
200.0,1147,490.121931
125.0,561,491.213251
110.0,910,493.088069
150.0,571,494.208674
280.0,996,496.188058
240.0,997,498.245968
515.0,1066,500.597802
155.0,853,502.626211
150.0,966,504.988328
615.0,1271,507.998864
90.0,439,508.914563
65.0,388,509.718774
80.0,379,510.494533
105.0,508,511.64001
140.0,520,512.808326
85.0,366,513.58744
35.0,646,515.03406
260.0,1004,517.366023
95.0,484,518.449519
