#{"t_start": 1768249545.5863633, "env_id": "SpaceInvaders-v0"}
r,l,t
55.0,527,884.417133
215.0,1273,887.553865
240.0,763,889.350411
235.0,968,891.666078
210.0,979,894.132505
290.0,1179,896.971306
170.0,689,898.668549
175.0,790,900.527493
280.0,1185,903.399266
380.0,1240,906.431373
140.0,649,907.940196
160.0,648,909.438785
100.0,903,911.627631
165.0,683,913.326922
185.0,697,914.984721
120.0,691,916.608858
115.0,743,918.314567
180.0,1077,920.577652
50.0,416,921.427716
305.0,1170,923.980706
50.0,366,924.672358
100.0,677,926.055367
135.0,627,927.331519
170.0,928,929.349894
255.0,1119,931.742891
145.0,657,933.115331
50.0,636,934.417605
100.0,650,935.819742
220.0,682,937.259275
140.0,702,938.670661
170.0,697,940.116637
130.0,895,942.031399
175.0,931,944.02467
65.0,426,944.914963
130.0,642,946.253139
180.0,678,947.687776
160.0,807,949.451463
340.0,1025,951.630471
320.0,1203,954.233796
50.0,497,969.499804
260.0,1348,972.41846
230.0,804,974.131206
110.0,509,975.180137
35.0,372,975.963089
155.0,687,977.416443
315.0,1009,979.614928
285.0,1054,981.839522
275.0,935,983.887776
115.0,908,985.864034
210.0,959,987.937387
320.0,1120,990.34335
460.0,1080,992.695492
115.0,640,994.038398
110.0,526,995.123403
60.0,610,996.40474
90.0,485,997.358664
130.0,914,999.331203
200.0,750,1000.914699
110.0,630,1002.260619
440.0,1091,1004.726002
175.0,736,1006.312136
165.0,947,1008.413773
55.0,646,1009.804666
315.0,973,1011.916591
465.0,1393,1015.002112
395.0,1036,1017.239494
200.0,928,1019.253738
345.0,1159,1021.76209
45.0,422,1022.583966
130.0,849,1024.354426
185.0,828,1026.148864
90.0,695,1027.65524
450.0,932,1029.649518
230.0,1158,1032.166401
110.0,644,1033.484112
225.0,878,1035.425609
220.0,895,1037.380379
205.0,1391,1040.48688
140.0,794,1042.19521
295.0,1328,1045.139844
90.0,500,1046.199464
180.0,835,1048.011013
165.0,676,1049.487581
855.0,1507,1052.810102
260.0,758,1054.421134
115.0,612,1055.755831
120.0,528,1056.829125
110.0,620,1058.175422
275.0,1065,1060.49835
130.0,750,1062.122473
135.0,856,1063.946636
330.0,956,1066.01393
120.0,684,1067.43912
225.0,999,1069.60749
670.0,1563,1073.028214
570.0,1102,1075.457433
185.0,933,1077.461471
160.0,765,1079.080376
275.0,1031,1081.30192
190.0,908,1083.270615
630.0,1617,1086.774196
175.0,734,1088.336937
140.0,643,1089.722764
135.0,504,1090.763102
135.0,992,1092.917393
105.0,551,1094.049299
460.0,1000,1096.21099
225.0,1134,1098.653551
110.0,614,1099.9484
345.0,1108,1102.387379
585.0,1036,1104.638263
115.0,617,1105.944002
30.0,673,1107.396561
120.0,645,1108.781255
320.0,1150,1111.354964
225.0,870,1113.257772
260.0,724,1114.775728
555.0,1100,1117.177588
450.0,1538,1120.543713
415.0,1288,1123.311892
155.0,810,1125.072113
365.0,743,1126.720699
240.0,1321,1129.661529
210.0,1050,1132.012449
210.0,699,1133.520528
105.0,472,1134.502905
285.0,1074,1136.938822
425.0,1427,1140.209622
85.0,773,1142.01693
145.0,654,1143.397485
120.0,600,1144.63017
140.0,892,1146.560377
195.0,1023,1148.802757
135.0,928,1150.798731
155.0,1316,1171.368366
180.0,905,1173.585914
170.0,701,1175.342619
405.0,1179,1178.286924
110.0,1309,1181.673367
205.0,792,1183.69873
530.0,952,1186.189231
395.0,1351,1189.645563
285.0,1289,1193.017923
195.0,933,1195.373987
120.0,848,1197.512845
260.0,844,1199.605026
355.0,1056,1202.241317
65.0,702,1203.986673
410.0,1106,1206.764078
350.0,1218,1209.81549
320.0,1145,1212.645762
220.0,867,1214.827001
620.0,1475,1218.610425
440.0,1493,1222.72401
400.0,1279,1226.077847
135.0,774,1228.010257
155.0,654,1229.622021
30.0,720,1231.418934
210.0,677,1233.128885
225.0,863,1235.271688
140.0,607,1236.800529
565.0,1213,1239.888517
675.0,1516,1243.751044
490.0,910,1246.122581
420.0,1426,1249.769895
145.0,678,1251.421698
370.0,971,1254.039774
85.0,671,1255.666326
295.0,1201,1258.721038
210.0,785,1260.616077
65.0,514,1261.873954
135.0,932,1264.225603
240.0,804,1266.265794
265.0,1130,1269.201352
340.0,1041,1271.843946
215.0,984,1274.313357
135.0,718,1276.155277
420.0,1146,1279.030671
530.0,982,1281.532172
285.0,1017,1284.251889
325.0,1255,1287.426411
495.0,1443,1291.177242
100.0,723,1293.00556
410.0,1136,1295.90608
245.0,797,1297.919331
390.0,1172,1301.001843
380.0,992,1303.713611
290.0,1096,1306.490972
280.0,871,1308.677422
250.0,1048,1311.429525
205.0,667,1313.20945
160.0,671,1314.880812
300.0,1273,1318.212364
480.0,1447,1321.956315
310.0,851,1324.155034
280.0,919,1326.51272
165.0,898,1328.771766
310.0,1091,1331.539787
360.0,1377,1335.237817
75.0,662,1336.840868
185.0,939,1339.217588
300.0,968,1341.680381
355.0,1076,1344.528952
270.0,971,1347.018354
440.0,1090,1349.785038
330.0,1355,1353.298488
420.0,1225,1356.451982
520.0,1603,1360.574003
575.0,1515,1364.463973
245.0,864,1366.845051
415.0,1054,1369.550523
470.0,1140,1372.499603
440.0,1482,1376.458985
670.0,1434,1380.127733
270.0,973,1382.656221
460.0,1192,1407.89441
215.0,1025,1410.575468
120.0,701,1412.360734
260.0,762,1414.289721
1000.0,2368,1420.532208
600.0,1535,1424.572278
650.0,1407,1428.327673
600.0,1389,1431.95779
375.0,959,1434.481638
540.0,1568,1438.585554
170.0,1079,1441.342754
395.0,1091,1444.267159
325.0,1086,1447.088966
355.0,1143,1450.032423
125.0,682,1451.794851
575.0,1540,1455.835861
455.0,1300,1459.283509
415.0,1054,1461.984527
110.0,686,1463.826519
255.0,967,1466.339571
155.0,793,1468.407611
430.0,1115,1471.304688
140.0,450,1472.389725
350.0,1142,1475.343494
425.0,1008,1477.94829
540.0,1119,1480.914167
585.0,1063,1483.72284
775.0,1689,1488.121677
285.0,925,1490.534911
375.0,1087,1493.447327
745.0,1153,1496.411539
550.0,1135,1499.392067
410.0,1004,1502.01533
285.0,1046,1504.788306
195.0,826,1506.9247
520.0,1078,1509.769961
375.0,1044,1512.494601
435.0,1080,1515.280645
445.0,1113,1518.212959
470.0,1154,1521.213897
385.0,1203,1524.407172
460.0,1423,1528.170281
175.0,663,1529.851268
325.0,1128,1532.803426
635.0,1213,1535.982345
680.0,1245,1539.191619
460.0,1480,1543.0593
320.0,1161,1546.115817
295.0,1308,1549.696941
545.0,1113,1552.853637
840.0,2194,1558.795398
200.0,693,1560.596885
275.0,1045,1563.261253
465.0,1123,1566.138714
335.0,1158,1569.131864
685.0,1574,1573.302203
910.0,1776,1577.970248
1005.0,1352,1581.538652
550.0,1046,1584.33503
625.0,1219,1587.51596
320.0,939,1590.015917
970.0,1534,1593.977866
600.0,1799,1598.757644
270.0,1114,1601.701927
435.0,1116,1604.781562
545.0,1732,1609.452745
105.0,646,1611.090639
365.0,1011,1613.769383
510.0,1140,1616.721642
515.0,1245,1620.029867
540.0,1281,1623.531582
575.0,1162,1649.449867
580.0,1270,1652.717536
600.0,1621,1656.999114
495.0,1168,1660.021748
405.0,1079,1662.969502
280.0,720,1664.79111
525.0,1274,1668.037504
230.0,1020,1670.704995
325.0,826,1672.822872
515.0,1204,1676.085786
345.0,1036,1678.867113
155.0,966,1681.332403
800.0,1475,1685.216108
350.0,1091,1688.092564
425.0,1102,1690.918426
745.0,1054,1693.837876
570.0,1492,1697.80546
535.0,1886,1702.960575
775.0,1402,1706.635292
520.0,1368,1710.274804
555.0,1715,1714.774698
350.0,1037,1717.470582
520.0,1397,1721.097918
390.0,914,1723.449254
375.0,1076,1726.388885
780.0,1253,1729.676419
665.0,1129,1732.625337
440.0,1222,1735.86816
520.0,1265,1739.165752
565.0,1123,1742.182371
510.0,1407,1745.82591
495.0,1210,1748.982801
600.0,1468,1752.756021
770.0,1276,1756.108471
540.0,1504,1760.029511
520.0,1366,1763.707529
545.0,1333,1767.210873
200.0,698,1768.98377
600.0,1477,1772.824759
365.0,988,1775.307459
445.0,1186,1778.333219
245.0,1035,1781.012566
345.0,877,1783.23772
1050.0,2172,1789.080617
955.0,2038,1794.537759
690.0,1293,1797.895221
525.0,1113,1800.798685
420.0,1257,1804.062275
290.0,1031,1806.704565
520.0,1164,1809.761066
605.0,1404,1813.441504
435.0,1364,1816.985694
545.0,1148,1819.991399
560.0,1178,1823.145146
600.0,1506,1827.093339
800.0,1623,1831.390168
335.0,895,1833.650286
585.0,1049,1836.386665
360.0,845,1838.521408
575.0,1328,1842.005892
680.0,1724,1846.547009
670.0,1642,1850.820812
745.0,1648,1855.165008
740.0,1734,1859.653387
545.0,1609,1887.967451
420.0,1084,1890.741852
745.0,1672,1895.166306
260.0,1071,1897.939775
770.0,1366,1901.543675
650.0,1329,1905.15957
170.0,985,1907.698293
955.0,1235,1910.984755
585.0,1287,1914.492446
545.0,1108,1917.481163
490.0,1521,1921.459322
605.0,1544,1925.412259
630.0,1200,1928.529546
725.0,1423,1932.27915
600.0,1503,1936.333694
575.0,1463,1940.271605
365.0,934,1942.742041
370.0,1118,1945.797339
570.0,1424,1949.526768
400.0,1017,1952.144973
345.0,922,1954.523953
545.0,1457,1958.31086
235.0,839,1960.498663
295.0,923,1962.83457
350.0,881,1965.095193
570.0,1601,1969.522086
415.0,1280,1972.940656
520.0,1246,1976.22287
585.0,1070,1978.996124
520.0,1651,1983.29512
845.0,1534,1987.276211
500.0,1151,1990.307616
440.0,993,1992.907724
545.0,1238,1996.143424
665.0,1342,1999.658794
360.0,1052,2002.477638
550.0,1395,2006.269557
575.0,1492,2010.159072
395.0,997,2012.776223
600.0,1218,2015.975054
550.0,1348,2019.513613
600.0,1526,2023.559878
745.0,1395,2027.397556
675.0,1145,2030.444954
600.0,1352,2034.075779
370.0,1068,2036.856531
750.0,1295,2040.250671
745.0,1251,2043.478246
600.0,1400,2047.093173
610.0,1487,2051.039472
570.0,1460,2054.855259
110.0,623,2056.447074
550.0,1409,2060.179982
180.0,562,2061.568498
395.0,1185,2064.810535
525.0,1562,2068.989927
290.0,737,2070.890584
90.0,614,2072.442
570.0,1478,2076.326514
455.0,1321,2079.889366
570.0,1047,2082.598539
630.0,1144,2085.613271
225.0,737,2087.496982
300.0,1328,2090.989743
315.0,1165,2094.123767
500.0,1128,2097.086689
450.0,1031,2099.781741
660.0,1196,2102.876966
1010.0,2198,2133.987953
515.0,1228,2137.252202
280.0,917,2139.6567
515.0,1169,2142.703864
555.0,1368,2146.268458
465.0,1226,2149.519348
395.0,1015,2152.168625
450.0,1166,2155.327085
285.0,926,2157.692738
485.0,1451,2161.515897
515.0,995,2164.09423
435.0,1068,2166.878428
385.0,1047,2169.607201
685.0,1578,2173.700848
170.0,742,2175.637933
880.0,1484,2179.474821
285.0,1034,2182.136606
580.0,1185,2185.389641
300.0,939,2187.827038
455.0,1212,2190.961168
250.0,823,2193.095298
320.0,1244,2196.33059
390.0,1133,2199.290965
770.0,1670,2203.638977
420.0,1137,2206.622611
550.0,1716,2211.063649
320.0,1261,2214.468386
470.0,1202,2217.621413
545.0,1200,2220.836468
415.0,1164,2223.928911
450.0,1204,2227.022924
265.0,776,2229.022759
415.0,991,2231.691283
755.0,1342,2235.14255
260.0,865,2237.364055
245.0,778,2239.357506
350.0,1112,2242.222489
410.0,1144,2245.255889
555.0,1455,2249.087468
570.0,1115,2252.040556
495.0,1203,2255.207227
550.0,1004,2257.903061
285.0,725,2259.735929
680.0,1137,2262.747624
485.0,1201,2265.961331
470.0,1207,2269.090591
275.0,673,2270.78526
545.0,1330,2274.369222
440.0,1288,2277.680735
170.0,650,2279.362742
490.0,1234,2282.583199
245.0,694,2284.339456
555.0,1485,2288.265699
410.0,1059,2291.046036
260.0,1125,2293.91551
255.0,826,2296.08181
365.0,1216,2299.312152
660.0,1141,2302.293716
495.0,1244,2305.615835
540.0,1269,2308.942932
600.0,1400,2312.60535
515.0,1498,2316.50983
470.0,897,2319.023318
465.0,1421,2322.788507
800.0,1185,2325.814536
500.0,1467,2329.674455
630.0,1301,2333.3509
215.0,924,2335.782761
205.0,676,2337.491649
600.0,1373,2341.095761
440.0,1052,2343.862531
425.0,1435,2347.728563
705.0,1157,2374.670967
365.0,893,2377.004199
460.0,1089,2379.859699
325.0,1052,2382.601927
345.0,1283,2386.055548
570.0,1458,2389.936483
600.0,1129,2392.989647
540.0,1050,2395.823457
550.0,1055,2398.603015
580.0,1153,2401.693727
490.0,1232,2404.912395
355.0,1122,2407.891836
800.0,1507,2412.050552
460.0,1406,2415.798456
285.0,820,2417.909726
340.0,941,2420.358011
225.0,691,2422.070504
500.0,1260,2425.460217
515.0,1448,2429.360459
280.0,876,2431.713542
155.0,532,2433.083344
360.0,1146,2436.072499
420.0,1002,2438.708909
370.0,946,2441.198239
490.0,1280,2444.626155
465.0,1265,2447.970391
620.0,1138,2451.064
540.0,1184,2454.200841
615.0,1423,2457.879782
125.0,557,2459.245886
205.0,671,2460.964116
410.0,1220,2464.156168
470.0,1235,2467.393874
585.0,898,2469.745995
345.0,860,2472.018123
390.0,1138,2475.000282
315.0,1052,2477.776006
310.0,971,2480.324843
600.0,1359,2483.928651
315.0,815,2486.063345
525.0,1224,2489.345133
510.0,1257,2492.627792
490.0,1040,2495.33935
320.0,916,2497.705942
200.0,568,2499.18458
485.0,1455,2502.993038
305.0,962,2505.47854
205.0,646,2507.035247
570.0,1176,2510.06274
185.0,714,2511.861228
830.0,1982,2517.243712
395.0,1253,2520.529887
520.0,1402,2524.181231
545.0,1095,2527.068881
365.0,901,2529.411949
415.0,1294,2532.771176
605.0,1221,2536.043717
800.0,1437,2539.806423
595.0,1342,2543.355293
575.0,1280,2546.709741
755.0,1273,2550.038242
360.0,897,2552.334203
570.0,1306,2555.742257
20.0,424,2556.776408
875.0,1479,2560.899946
695.0,1248,2564.240565
570.0,1224,2567.430638
435.0,1423,2571.018847
240.0,956,2573.271719
445.0,1079,2575.842356
895.0,2280,2581.406955
720.0,1081,2583.909916
985.0,1472,2587.331679
545.0,1219,2614.469917
800.0,1193,2617.273666
540.0,1426,2620.563545
570.0,1496,2624.142815
210.0,906,2626.212037
395.0,948,2628.385467
635.0,1516,2631.937164
780.0,1273,2635.030604
575.0,1729,2638.957318
515.0,1188,2641.69419
545.0,1289,2644.621227
960.0,1763,2648.647489
435.0,1168,2651.290875
435.0,1161,2653.914959
505.0,992,2656.139586
495.0,1407,2659.427494
600.0,1387,2662.661252
170.0,700,2664.244853
395.0,1042,2666.594064
545.0,1277,2669.493315
515.0,1274,2672.375299
745.0,1730,2676.356063
435.0,1135,2678.932295
350.0,992,2681.115599
545.0,1342,2684.148547
575.0,1331,2687.149218
570.0,1373,2690.3267
460.0,1170,2692.957723
570.0,1298,2695.926867
840.0,1704,2699.855698
600.0,1351,2702.989938
440.0,1126,2705.559584
300.0,784,2707.334724
400.0,880,2709.346145
310.0,933,2711.469944
310.0,758,2713.133298
745.0,1471,2716.552669
545.0,1290,2719.488841
350.0,970,2721.742642
