#{"t_start": 1768249545.6278765, "env_id": "SpaceInvaders-v0"}
r,l,t
385.0,1208,1090.451533
460.0,1568,1093.936276
210.0,754,1095.511535
175.0,892,1097.442867
90.0,819,1099.179611
325.0,788,1100.889519
20.0,371,1101.616772
165.0,665,1103.06751
215.0,703,1104.553235
325.0,1184,1107.21353
505.0,1454,1110.459166
480.0,1626,1114.064988
235.0,825,1115.905339
715.0,1210,1118.536288
280.0,769,1120.248129
430.0,1384,1123.225378
345.0,1096,1125.610489
110.0,639,1127.026464
270.0,1011,1129.260391
60.0,612,1130.554729
150.0,903,1132.587862
150.0,626,1133.94882
85.0,643,1135.37
190.0,662,1136.814307
70.0,561,1138.007121
285.0,1133,1140.602175
155.0,934,1142.670576
225.0,1013,1144.866193
190.0,1043,1147.190938
115.0,553,1148.385676
125.0,867,1150.254943
115.0,982,1169.890926
930.0,1495,1173.68191
605.0,1308,1177.011398
170.0,705,1178.742959
30.0,636,1180.382118
160.0,941,1182.6945
365.0,1192,1185.762897
215.0,1078,1188.45255
60.0,627,1189.978108
125.0,519,1191.257792
220.0,1123,1194.217426
355.0,1135,1197.053283
365.0,1333,1200.407053
460.0,1252,1203.603535
260.0,1007,1206.147152
745.0,1774,1210.727652
180.0,1104,1213.508358
350.0,1018,1216.131568
145.0,976,1218.582912
135.0,820,1220.804225
105.0,659,1222.483813
535.0,1310,1225.90363
320.0,1129,1228.791398
525.0,1396,1232.393141
255.0,1059,1235.057049
110.0,648,1236.695504
110.0,519,1237.927119
215.0,804,1239.964511
240.0,853,1242.10637
255.0,710,1243.876081
350.0,1443,1247.617273
330.0,1176,1250.569582
145.0,925,1253.015108
290.0,1024,1255.665321
230.0,865,1257.843799
150.0,796,1259.854768
165.0,548,1261.160664
135.0,1249,1264.387678
235.0,584,1265.845737
95.0,517,1267.160511
105.0,516,1268.398729
500.0,1300,1271.785431
235.0,953,1274.214802
485.0,1388,1277.779483
385.0,997,1280.347006
445.0,1438,1284.152377
205.0,996,1286.653306
150.0,631,1288.249158
160.0,898,1290.460328
230.0,680,1292.21193
290.0,994,1294.736659
445.0,1372,1298.278883
405.0,1037,1300.985335
125.0,910,1303.509071
350.0,1107,1306.367455
395.0,1244,1309.601576
345.0,1462,1313.562993
90.0,698,1315.321853
140.0,745,1317.224108
395.0,1196,1320.353183
405.0,1298,1323.72321
175.0,1166,1326.762374
390.0,1301,1330.134151
420.0,968,1332.612664
200.0,971,1335.256306
415.0,1202,1338.288155
450.0,1800,1343.053576
395.0,1027,1345.691456
135.0,725,1347.547405
595.0,1022,1350.133574
80.0,694,1351.883783
430.0,895,1354.1468
50.0,627,1355.700367
630.0,1800,1360.309949
425.0,1270,1363.578814
470.0,1035,1366.349426
320.0,1026,1369.026927
220.0,818,1371.088603
250.0,706,1372.968684
655.0,1561,1377.021589
310.0,941,1379.365304
225.0,902,1381.68551
495.0,1616,1408.112635
355.0,1215,1411.261194
230.0,743,1413.211418
370.0,1118,1416.122329
940.0,1572,1420.209158
720.0,1508,1424.176389
425.0,1242,1427.534545
715.0,1533,1431.472169
605.0,1396,1435.218112
215.0,845,1437.358897
490.0,1198,1440.512321
120.0,736,1442.457482
575.0,1576,1446.577015
470.0,1047,1449.307598
435.0,1373,1452.855426
170.0,683,1454.577621
575.0,1291,1457.921459
310.0,1295,1461.243348
155.0,804,1463.429442
390.0,1224,1466.745625
240.0,977,1469.373044
470.0,1358,1472.861941
390.0,856,1475.030438
795.0,1198,1478.123812
300.0,1118,1481.03917
370.0,1121,1483.944357
660.0,1162,1486.930516
520.0,1313,1490.397886
465.0,1096,1493.346304
645.0,1127,1496.305515
355.0,883,1498.624954
390.0,1288,1502.045818
125.0,644,1503.664094
800.0,1474,1507.535898
170.0,648,1509.230844
355.0,1002,1511.862476
545.0,1347,1515.384159
270.0,972,1517.948249
335.0,946,1520.418689
465.0,1059,1523.295901
750.0,1998,1528.600461
545.0,1269,1531.899806
380.0,1210,1535.027061
470.0,1217,1538.259327
255.0,761,1540.206295
185.0,644,1541.853789
340.0,1120,1544.72136
305.0,1037,1547.399694
305.0,930,1549.940969
735.0,1653,1554.577625
580.0,1526,1558.665869
630.0,1632,1562.916863
600.0,1778,1567.599195
395.0,1146,1570.573278
260.0,865,1572.761474
810.0,2148,1578.53941
285.0,1076,1581.356565
985.0,2139,1587.139049
580.0,1440,1591.017982
245.0,906,1593.285254
375.0,1039,1595.962629
285.0,1039,1598.619622
605.0,1725,1603.27259
670.0,1190,1606.592049
320.0,916,1608.936334
495.0,1346,1612.493193
935.0,2072,1618.075991
215.0,1071,1620.842969
210.0,676,1622.724751
545.0,1466,1649.528876
580.0,1213,1652.618019
290.0,1033,1655.297434
555.0,1387,1658.947737
570.0,1369,1662.616886
120.0,517,1663.902145
525.0,1568,1668.00299
520.0,1185,1671.059267
800.0,1376,1674.753064
540.0,1386,1678.441866
800.0,1513,1682.4392
520.0,1073,1685.216106
285.0,1015,1687.834435
555.0,1443,1691.616371
435.0,1317,1695.235875
585.0,1535,1699.23428
320.0,1066,1702.091125
600.0,1475,1706.027589
305.0,1102,1708.890258
600.0,1682,1713.362095
455.0,959,1715.834159
210.0,829,1717.969651
515.0,1315,1721.415827
230.0,927,1723.796351
520.0,1320,1727.406232
770.0,1330,1730.902955
435.0,1136,1733.936277
415.0,892,1736.323219
600.0,1285,1739.733957
695.0,1153,1742.780133
885.0,1688,1747.142034
370.0,1323,1750.577419
490.0,1454,1754.31671
505.0,1227,1757.469674
595.0,1095,1760.312534
600.0,1789,1765.124197
330.0,904,1767.486896
690.0,1269,1770.779152
555.0,1481,1774.605351
780.0,1136,1777.529081
935.0,2431,1783.957445
230.0,903,1786.302815
1405.0,2682,1793.463667
575.0,1480,1797.338809
405.0,1164,1800.414862
340.0,821,1802.533555
545.0,1565,1806.649545
760.0,1428,1810.425334
580.0,1119,1813.347482
280.0,1061,1816.106053
750.0,1739,1820.661829
310.0,815,1822.754775
510.0,1537,1826.823509
740.0,1319,1830.264219
600.0,1526,1834.192929
485.0,979,1836.769452
550.0,1265,1840.079502
570.0,1438,1843.79627
120.0,502,1845.005497
575.0,1532,1848.950868
640.0,1502,1852.87159
575.0,1758,1857.527873
140.0,632,1859.119566
385.0,1315,1862.527483
355.0,892,1888.978713
570.0,1261,1892.212766
605.0,1424,1895.940372
580.0,1157,1898.952304
500.0,1335,1902.461409
440.0,1027,1905.331082
405.0,1590,1909.519694
445.0,1238,1912.737274
350.0,1218,1916.066041
515.0,1235,1919.308912
795.0,2199,1925.04849
495.0,1307,1928.463032
525.0,1258,1931.743242
270.0,936,1934.225843
140.0,588,1935.788041
605.0,1433,1939.614676
205.0,799,1941.717045
390.0,1102,1944.699862
525.0,1067,1947.440897
350.0,1272,1950.717826
475.0,1238,1953.99112
1315.0,2898,1961.637718
570.0,1516,1965.672059
545.0,1216,1969.052518
500.0,1213,1972.214558
425.0,1428,1976.016844
680.0,1662,1980.446862
515.0,1239,1983.62099
520.0,1345,1987.063671
385.0,1003,1989.698029
570.0,1137,1992.687184
600.0,1206,1995.803847
800.0,1448,1999.566763
440.0,1291,2003.162321
555.0,862,2005.483932
550.0,1480,2009.306848
350.0,821,2011.519539
515.0,1378,2015.125442
595.0,1077,2017.981263
155.0,489,2019.176559
365.0,1061,2021.936007
580.0,1420,2025.839904
410.0,1028,2028.552919
475.0,1298,2031.946216
475.0,1245,2035.311996
470.0,1265,2038.604239
665.0,1354,2042.155603
460.0,1344,2045.634453
490.0,1183,2048.654094
475.0,1024,2051.360553
600.0,1201,2054.495207
450.0,1293,2057.868554
315.0,834,2060.036954
395.0,1054,2062.785785
390.0,1079,2065.765486
455.0,1434,2069.550504
335.0,902,2071.90091
655.0,1375,2075.532892
165.0,571,2076.988252
515.0,1239,2080.288906
280.0,1064,2083.088486
555.0,1280,2086.431955
575.0,1333,2089.865615
650.0,1244,2093.233074
430.0,1160,2096.312066
275.0,747,2098.258127
230.0,707,2100.082868
515.0,1132,2103.012185
285.0,1042,2105.707477
255.0,897,2133.202324
455.0,1199,2136.292489
195.0,652,2137.964528
465.0,845,2140.131373
425.0,1176,2143.225474
600.0,1245,2146.50404
445.0,1171,2149.532835
320.0,1270,2152.92194
575.0,1456,2156.745604
750.0,1624,2160.996565
965.0,2223,2166.886957
440.0,1235,2170.135798
600.0,1562,2174.225576
270.0,921,2176.687236
200.0,627,2178.261393
180.0,680,2179.969808
410.0,1118,2182.905496
495.0,1374,2186.624155
395.0,1223,2189.913099
715.0,1161,2192.936268
450.0,1621,2197.234804
315.0,816,2199.30997
470.0,1368,2202.930418
160.0,652,2204.581298
510.0,1457,2208.336089
300.0,1058,2211.040134
465.0,1594,2215.354225
330.0,1295,2218.708897
710.0,1281,2222.202684
725.0,2447,2228.660692
350.0,986,2231.186097
530.0,1159,2234.202657
525.0,1483,2238.061678
455.0,1439,2241.845809
510.0,1428,2245.690183
490.0,1455,2249.487191
365.0,1144,2252.457798
600.0,1350,2255.929476
575.0,1204,2259.129628
490.0,1354,2262.724722
220.0,765,2264.681519
490.0,1130,2267.614109
360.0,862,2269.826123
210.0,771,2271.820745
600.0,1603,2276.146588
385.0,1345,2279.673897
475.0,1274,2282.991253
525.0,1269,2286.340015
240.0,674,2288.055158
205.0,542,2289.425614
260.0,1005,2292.040141
695.0,1331,2295.524823
405.0,1581,2299.761526
720.0,1294,2303.192815
720.0,1226,2306.399607
575.0,1243,2309.650398
220.0,885,2311.897923
560.0,1307,2315.285194
570.0,1307,2318.896301
480.0,1364,2322.474926
515.0,1128,2325.348664
495.0,1495,2329.282346
275.0,732,2331.203386
600.0,1240,2334.730599
515.0,1216,2337.971703
710.0,1623,2342.252235
485.0,1496,2346.217565
220.0,861,2348.508381
745.0,1196,2375.504565
125.0,630,2377.108778
800.0,1352,2380.651291
955.0,1670,2385.092864
170.0,829,2387.216409
200.0,679,2389.002666
395.0,1141,2392.05173
455.0,1485,2396.083644
725.0,992,2398.686018
720.0,1335,2402.225739
600.0,1274,2405.478887
610.0,1291,2408.959005
340.0,872,2411.261435
165.0,692,2413.051481
530.0,1079,2415.810943
695.0,1278,2419.153994
470.0,1227,2422.386052
390.0,1386,2426.091818
900.0,1778,2430.978805
420.0,1057,2433.784937
485.0,1369,2437.392685
375.0,1186,2440.529033
325.0,1073,2443.410376
380.0,1294,2446.860868
290.0,1028,2449.558807
610.0,1301,2453.064856
390.0,1041,2455.82072
705.0,1704,2460.291902
315.0,1087,2463.079948
265.0,767,2465.05488
345.0,1118,2467.911405
205.0,708,2469.763845
310.0,1169,2472.798138
550.0,1516,2476.766687
585.0,1487,2480.715973
990.0,1832,2485.669639
365.0,1298,2489.137062
410.0,1074,2491.922508
775.0,1407,2495.618384
805.0,1764,2500.272889
575.0,1297,2503.745259
725.0,1544,2507.818089
540.0,1431,2511.501558
270.0,900,2513.963704
260.0,622,2515.536526
280.0,947,2517.972097
600.0,1346,2521.527988
690.0,1653,2525.899802
390.0,876,2528.195593
220.0,787,2530.251024
370.0,1000,2532.856049
395.0,944,2535.277098
330.0,1007,2537.916199
1085.0,1612,2542.102958
470.0,1366,2545.732464
570.0,1346,2549.252199
375.0,740,2551.2405
275.0,862,2553.455542
440.0,1358,2557.018459
600.0,1101,2560.065466
570.0,1411,2563.838484
545.0,1175,2566.921067
600.0,1557,2570.920335
605.0,1663,2575.006715
340.0,1016,2577.388179
220.0,903,2579.499643
380.0,851,2581.463485
365.0,1312,2584.496589
570.0,1384,2587.684213
575.0,1410,2615.295795
560.0,1295,2618.337452
260.0,1092,2620.869581
495.0,1025,2623.238742
695.0,1114,2625.80776
270.0,767,2627.55915
205.0,1054,2630.03485
1000.0,1441,2633.481361
555.0,1347,2636.662356
545.0,1080,2639.07682
450.0,1023,2641.393134
710.0,1681,2645.213404
525.0,1164,2647.790857
500.0,1280,2650.71376
530.0,1468,2654.028476
690.0,1157,2656.659218
170.0,904,2658.749384
480.0,1071,2661.227124
440.0,965,2663.406505
525.0,1285,2666.320501
475.0,1245,2669.142703
545.0,1382,2672.258269
995.0,2078,2677.06553
545.0,1228,2679.874034
460.0,1242,2682.668123
545.0,1436,2685.925913
205.0,687,2687.473757
205.0,518,2688.610269
230.0,713,2690.172672
580.0,1377,2693.337626
295.0,856,2695.238721
715.0,1276,2698.131534
690.0,1076,2700.587426
510.0,1205,2703.318978
470.0,1122,2705.868145
160.0,656,2707.320209
575.0,1317,2710.308831
695.0,1331,2713.358881
500.0,1174,2716.016886
555.0,1391,2719.187021
570.0,1334,2722.276235
745.0,1264,2725.183076
600.0,1363,2728.255511
380.0,1102,2730.744866
420.0,1021,2733.059526
525.0,1155,2735.695391
