#{"t_start": 1768227135.7937326, "env_id": "SpaceInvaders-v0"}
r,l,t
285.0,1050,1156.260936
470.0,1292,1158.11674
290.0,1111,1174.604992
115.0,513,1175.273474
410.0,1007,1176.690065
270.0,827,1177.821674
450.0,1315,1179.66486
365.0,1138,1181.450048
275.0,787,1182.676006
265.0,776,1183.886674
210.0,814,1185.139785
175.0,688,1205.634464
220.0,856,1206.950034
145.0,856,1208.275537
175.0,633,1209.267751
200.0,641,1210.246701
170.0,639,1211.208304
510.0,919,1212.638155
335.0,1073,1214.321382
380.0,969,1215.835975
210.0,731,1217.089786
255.0,802,1218.336376
220.0,933,1239.037317
525.0,1456,1241.312696
190.0,906,1242.680999
90.0,454,1243.344087
250.0,757,1244.48777
275.0,1163,1246.323489
140.0,795,1247.67818
160.0,878,1249.048327
190.0,689,1250.070977
210.0,1084,1271.176687
480.0,1042,1272.774255
135.0,671,1273.777014
365.0,1294,1275.784353
775.0,1298,1277.951282
215.0,782,1279.135926
295.0,1080,1280.826187
160.0,578,1281.691803
130.0,497,1282.425117
460.0,1055,1284.062641
400.0,1092,1305.024261
390.0,1023,1306.635122
165.0,667,1307.704303
215.0,673,1308.755024
375.0,918,1310.156518
190.0,1121,1311.854163
180.0,617,1312.795743
265.0,990,1314.29414
130.0,675,1315.292788
295.0,1136,1332.404801
160.0,654,1333.317449
295.0,1142,1334.98338
185.0,789,1336.070741
120.0,756,1337.148365
120.0,532,1337.874994
390.0,1182,1339.584425
510.0,1025,1341.013989
335.0,912,1342.283697
310.0,1147,1343.911837
380.0,1034,1360.192301
130.0,584,1360.986625
295.0,955,1362.317723
90.0,623,1363.18189
185.0,838,1364.356298
285.0,964,1365.673204
230.0,831,1366.845922
90.0,488,1367.520054
110.0,617,1368.387237
430.0,984,1369.755187
295.0,768,1370.791121
115.0,701,1386.759202
180.0,822,1387.870658
85.0,437,1388.438453
135.0,648,1389.351591
210.0,736,1390.369112
270.0,943,1391.692573
275.0,1046,1393.146698
295.0,1046,1394.570201
275.0,832,1395.72434
350.0,987,1397.146778
125.0,593,1397.966198
545.0,1487,1414.95526
120.0,610,1415.816863
455.0,1237,1417.590265
315.0,959,1418.932312
260.0,891,1420.199525
295.0,1125,1421.791976
210.0,959,1423.150133
120.0,524,1423.83845
390.0,1066,1425.358157
210.0,781,1441.349759
135.0,699,1442.34072
335.0,855,1443.532453
420.0,1039,1477.996826
120.0,699,1478.999424
120.0,387,1479.525632
550.0,1051,1480.99517
155.0,772,1482.055462
310.0,974,1483.458415
140.0,686,1484.422117
205.0,933,1500.6282
230.0,812,1501.734828
85.0,593,1502.559931
115.0,476,1503.213527
235.0,943,1504.557109
270.0,1190,1506.240972
440.0,1310,1508.098715
555.0,1198,1509.798741
155.0,683,1510.740407
135.0,667,1511.645023
320.0,870,1527.766714
285.0,1089,1529.266276
365.0,1196,1530.93897
520.0,1407,1532.910171
325.0,1090,1534.440082
265.0,807,1535.578964
175.0,905,1536.886408
480.0,1037,1538.382617
320.0,1073,1554.813015
375.0,1070,1556.310907
180.0,730,1557.333387
425.0,820,1558.478113
260.0,788,1559.593334
380.0,980,1560.927069
555.0,914,1562.201038
180.0,965,1563.569168
245.0,981,1564.949764
370.0,1281,1581.62848
395.0,1201,1583.305827
425.0,976,1584.714702
255.0,999,1586.150648
285.0,950,1587.453849
480.0,934,1588.78105
485.0,999,1590.179039
155.0,949,1591.53175
140.0,683,1592.506458
450.0,1100,1608.971335
325.0,1035,1610.449018
195.0,807,1611.570065
440.0,1072,1613.064288
590.0,1303,1614.912649
250.0,701,1615.904317
240.0,813,1617.036088
165.0,715,1618.038831
125.0,694,1618.981622
105.0,655,1619.888247
230.0,918,1636.016556
280.0,847,1637.204556
140.0,520,1637.929995
235.0,748,1638.954427
350.0,1113,1640.521949
515.0,1042,1642.012637
160.0,770,1643.099201
480.0,1219,1644.812582
185.0,667,1645.718466
340.0,849,1646.894525
270.0,1185,1663.43919
170.0,692,1664.378555
270.0,798,1665.474059
250.0,1027,1666.957755
200.0,713,1667.970575
265.0,923,1669.262266
230.0,892,1670.548777
280.0,878,1671.740334
395.0,1205,1673.439168
130.0,650,1689.191463
295.0,1080,1690.705117
525.0,1310,1692.56149
200.0,612,1693.399101
320.0,1120,1695.007347
275.0,784,1696.110983
385.0,1035,1697.60483
95.0,617,1698.486406
100.0,655,1699.383769
130.0,684,1700.350399
255.0,718,1701.345551
235.0,654,1717.146403
575.0,1405,1719.148354
490.0,880,1720.373261
390.0,1295,1722.206057
280.0,967,1723.560995
225.0,985,1724.937297
215.0,650,1725.83015
310.0,811,1726.9923
370.0,1333,1743.759985
620.0,1172,1780.405566
100.0,524,1781.117767
225.0,975,1782.493639
250.0,996,1783.909458
265.0,906,1785.204048
145.0,660,1786.116635
140.0,528,1786.846741
220.0,902,1788.128068
505.0,1346,1790.038763
170.0,781,1806.090951
235.0,931,1807.434606
240.0,776,1808.526851
325.0,862,1809.719976
425.0,1184,1811.378035
210.0,635,1812.272632
140.0,649,1813.154084
535.0,1263,1814.98242
115.0,512,1815.700505
310.0,965,1817.053802
140.0,659,1832.936998
620.0,1060,1834.452646
215.0,718,1835.463767
555.0,1038,1836.96242
110.0,596,1837.792058
310.0,1065,1839.30376
365.0,1020,1840.715172
140.0,562,1841.473745
390.0,1240,1843.2215
345.0,971,1844.617574
85.0,481,1860.276063
310.0,973,1861.62722
180.0,1039,1863.106898
175.0,1148,1864.752685
115.0,796,1865.871969
145.0,704,1866.842039
415.0,1299,1868.6594
215.0,822,1869.848345
90.0,447,1870.453407
440.0,1162,1888.711919
110.0,565,1889.638722
180.0,635,1890.642629
130.0,617,1891.617423
230.0,926,1893.184754
165.0,527,1893.993543
235.0,728,1895.154176
405.0,1112,1897.000846
90.0,389,1897.597784
615.0,1303,1899.703043
115.0,515,1900.537646
200.0,676,1901.626655
335.0,842,1922.803374
250.0,1145,1924.690263
160.0,560,1925.572883
300.0,920,1927.113258
165.0,677,1928.174016
425.0,1285,1930.273403
355.0,923,1931.791978
185.0,727,1932.954886
255.0,864,1934.359509
135.0,672,1935.427945
235.0,1010,1956.735351
165.0,840,1958.076992
295.0,1104,1959.83954
450.0,1297,1961.953173
255.0,881,1963.366543
485.0,1299,1965.482994
115.0,532,1966.345606
165.0,717,1967.641294
380.0,1090,1969.491526
175.0,819,1990.455837
690.0,1497,1992.940642
475.0,1270,1995.014246
850.0,1271,1997.169309
235.0,788,1998.443842
275.0,947,1999.937807
385.0,1531,2002.459885
235.0,749,2003.620889
105.0,476,2024.028135
210.0,803,2025.332811
245.0,756,2026.537626
65.0,632,2027.696176
290.0,925,2029.242618
130.0,668,2030.310278
475.0,1637,2032.967103
70.0,535,2033.823204
85.0,429,2034.483214
420.0,1106,2036.228083
370.0,1045,2057.607518
285.0,904,2059.062951
275.0,958,2060.66015
435.0,993,2062.273331
435.0,1224,2064.247117
260.0,1029,2066.000434
400.0,1306,2068.14014
220.0,802,2110.104843
80.0,444,2110.811438
325.0,1324,2132.630768
120.0,917,2134.107447
330.0,937,2135.628368
125.0,674,2136.674541
345.0,1050,2138.344104
360.0,1224,2140.359698
55.0,627,2141.357814
630.0,1526,2143.810556
305.0,1117,2165.455373
170.0,919,2166.925044
335.0,933,2168.436764
315.0,963,2170.00114
365.0,1001,2171.630769
210.0,921,2173.092439
800.0,1451,2175.439676
380.0,1333,2177.752276
430.0,1103,2199.203583
170.0,708,2200.341114
235.0,923,2201.891361
340.0,929,2203.396544
80.0,499,2204.16986
240.0,749,2205.382029
410.0,1001,2207.139328
380.0,1232,2209.211054
195.0,937,2210.730533
160.0,691,2211.845582
195.0,870,2232.79332
360.0,948,2234.358333
575.0,1557,2236.942138
105.0,537,2237.875758
505.0,1093,2239.639976
690.0,1456,2241.98928
240.0,815,2243.293667
295.0,995,2244.878055
140.0,680,2245.958592
550.0,1205,2267.692626
205.0,1030,2269.401654
385.0,942,2270.918412
535.0,1174,2272.786285
250.0,721,2273.933435
230.0,853,2275.334598
165.0,994,2276.954338
260.0,991,2278.569064
390.0,953,2280.140263
285.0,785,2301.06528
210.0,947,2302.627357
205.0,1119,2304.6886
425.0,1212,2306.761224
385.0,1186,2308.702109
400.0,1094,2310.469323
910.0,1470,2312.673578
375.0,1129,2329.359985
170.0,921,2330.661627
160.0,648,2331.569226
375.0,1149,2333.216935
185.0,796,2334.353066
180.0,630,2335.239666
145.0,929,2336.532313
240.0,704,2337.490913
360.0,939,2338.794561
370.0,900,2340.024205
70.0,550,2340.76478
150.0,700,2356.702423
660.0,1299,2358.583154
270.0,797,2359.684771
205.0,712,2360.667481
380.0,1382,2362.616189
495.0,1484,2364.714919
200.0,865,2365.949565
235.0,1085,2367.450227
570.0,1374,2384.390604
725.0,1706,2386.835374
405.0,1383,2388.816135
345.0,901,2390.135289
775.0,1444,2392.1905
455.0,1338,2394.076921
230.0,670,2409.853753
245.0,809,2410.962378
180.0,997,2412.359527
370.0,1198,2414.021704
225.0,746,2415.094323
370.0,771,2416.166942
435.0,951,2454.552974
375.0,982,2455.91862
260.0,806,2457.049749
255.0,1093,2458.605417
170.0,823,2474.771376
360.0,917,2476.061016
200.0,624,2476.92211
355.0,1037,2478.391803
315.0,991,2479.75996
240.0,848,2480.958094
445.0,1255,2482.718784
130.0,688,2483.678889
135.0,814,2484.827517
250.0,844,2486.001648
215.0,840,2502.035421
370.0,1237,2503.823293
150.0,686,2504.802403
255.0,778,2505.872017
435.0,1566,2508.080278
230.0,711,2509.077383
100.0,670,2510.024978
395.0,1211,2511.693191
270.0,1292,2528.432017
340.0,1013,2529.895678
260.0,1171,2531.615377
140.0,697,2532.589486
180.0,827,2533.767628
240.0,899,2535.066269
185.0,832,2536.2554
190.0,729,2537.311528
525.0,1521,2539.449779
420.0,1150,2556.038057
155.0,691,2557.01416
85.0,647,2557.934762
230.0,1049,2559.418425
190.0,722,2560.440038
470.0,1291,2562.275244
60.0,699,2563.276349
250.0,855,2564.464482
645.0,1161,2566.11866
255.0,1176,2582.757086
320.0,1157,2584.395007
385.0,1287,2586.221205
185.0,945,2587.554893
185.0,973,2588.936543
205.0,894,2590.153177
620.0,1116,2591.745353
490.0,801,2592.867973
465.0,1356,2609.632846
705.0,1371,2611.603586
310.0,969,2612.978336
270.0,730,2613.982442
155.0,721,2615.000554
705.0,1311,2616.852952
335.0,1013,2618.291664
280.0,1065,2619.822327
470.0,1301,2636.652805
330.0,1218,2638.39149
120.0,673,2639.338096
300.0,943,2640.656242
635.0,1332,2642.587941
245.0,1131,2644.219801
220.0,790,2645.327425
145.0,756,2646.396043
755.0,1663,2663.68748
260.0,986,2665.195147
370.0,1262,2666.982314
350.0,1066,2668.49598
110.0,722,2669.498092
190.0,672,2670.438693
420.0,1234,2672.172433
235.0,849,2673.388568
250.0,936,2674.769725
455.0,1405,2691.763959
365.0,1227,2693.501651
525.0,1047,2695.004311
325.0,992,2696.379466
385.0,1017,2697.783622
145.0,696,2698.747231
285.0,858,2699.95436
425.0,1140,2701.579037
495.0,1217,2718.248475
135.0,513,2718.935049
405.0,1247,2720.714256
215.0,860,2721.907386
240.0,807,2759.162209
545.0,1132,2760.851918
470.0,1600,2763.122668
355.0,985,2764.529821
235.0,1000,2765.954508
80.0,506,2781.648391
205.0,767,2782.699534
280.0,1102,2784.271703
285.0,737,2785.306352
150.0,712,2786.263951
240.0,797,2787.400083
180.0,807,2788.554707
380.0,1227,2790.283898
90.0,494,2790.953964
105.0,617,2791.81224
200.0,691,2792.771347
245.0,984,2809.197477
505.0,1087,2810.758678
290.0,852,2811.952112
695.0,1551,2814.151432
385.0,928,2815.414194
430.0,1364,2817.304596
375.0,1396,2819.341598
470.0,1606,2836.677804
515.0,1077,2838.235191
165.0,943,2839.547694
200.0,938,2840.859579
395.0,1410,2842.877186
465.0,1184,2844.567233
105.0,666,2845.474518
165.0,952,2846.854452
210.0,812,2863.067093
580.0,1160,2864.70555
200.0,928,2866.005988
345.0,1195,2867.711425
385.0,1347,2869.589427
215.0,767,2870.674078
285.0,856,2871.879206
380.0,1131,2873.465346
180.0,1279,2890.3469
255.0,861,2891.58251
315.0,1055,2893.074161
230.0,986,2894.459313
185.0,845,2895.645823
400.0,1324,2897.528345
265.0,1047,2898.993772
150.0,814,2900.146138
220.0,731,2901.19076
365.0,1336,2918.623137
525.0,947,2920.073313
160.0,943,2921.498985
575.0,1251,2923.293677
220.0,872,2924.520977
290.0,1003,2925.957135
290.0,1373,2927.940173
350.0,1117,2929.496958
365.0,1310,2946.253494
250.0,820,2947.395792
235.0,787,2948.523987
305.0,1044,2950.015646
245.0,905,2951.327196
470.0,1316,2953.189509
355.0,1146,2954.766196
775.0,1670,2972.317441
345.0,1294,2974.122396
530.0,1313,2975.994661
250.0,1104,2977.538395
750.0,1327,2979.42866
345.0,1114,2981.038527
435.0,1063,2982.604824
365.0,928,2983.939683
120.0,506,2999.582472
240.0,834,3000.751261
425.0,1085,3002.251715
415.0,1290,3004.088109
285.0,981,3005.512826
215.0,966,3006.854981
415.0,967,3008.216148
295.0,1050,3009.724827
575.0,1443,3026.903965
350.0,1228,3066.158657
345.0,1150,3067.768144
495.0,1279,3069.586668
375.0,1082,3071.121914
355.0,969,3072.519799
295.0,959,3073.876148
285.0,941,3075.203494
445.0,1040,3091.836665
410.0,1068,3093.313969
130.0,495,3093.972544
415.0,1159,3095.591009
150.0,1067,3097.061096
315.0,1022,3098.516772
450.0,1149,3100.144471
185.0,712,3101.137614
150.0,956,3102.490791
405.0,762,3118.659972
230.0,977,3120.049243
525.0,1191,3121.70745
310.0,1020,3123.142123
450.0,1352,3125.078731
230.0,921,3126.389267
170.0,669,3127.349127
315.0,1028,3128.76037
305.0,841,3129.934005
545.0,1529,3147.416495
245.0,952,3148.827187
500.0,1681,3151.278958
335.0,972,3152.731627
400.0,1217,3154.472279
70.0,538,3155.208859
165.0,702,3156.21091
160.0,669,3157.151433
650.0,1666,3174.631378
400.0,1481,3176.698106
500.0,1252,3178.435788
335.0,959,3179.845491
500.0,1119,3181.431916
125.0,633,3182.309098
170.0,613,3183.19428
185.0,803,3184.340453
310.0,1018,3200.895767
415.0,1018,3202.32349
255.0,950,3203.63569
180.0,658,3204.548296
160.0,806,3205.697592
325.0,872,3206.923904
530.0,1516,3209.12496
350.0,963,3210.450607
475.0,1379,3212.382744
310.0,870,3228.683747
390.0,920,3229.992133
445.0,1315,3231.882656
130.0,822,3233.025925
640.0,1381,3234.97385
750.0,1289,3236.78523
445.0,1406,3238.863939
450.0,1260,3255.734493
265.0,1006,3257.191391
110.0,617,3258.089788
560.0,847,3259.331596
80.0,532,3260.070215
305.0,959,3261.443562
590.0,1088,3263.012279
570.0,1581,3265.288738
95.0,540,3266.012779
405.0,1055,3282.451925
535.0,1077,3283.989843
275.0,972,3285.399502
305.0,955,3286.736752
630.0,1367,3288.705719
360.0,1231,3290.487468
325.0,1332,3292.367581
80.0,711,3293.357575
455.0,1436,3310.258622
245.0,871,3311.495519
340.0,914,3312.77235
440.0,850,3313.961146
265.0,905,3315.234536
175.0,751,3316.28089
485.0,1280,3318.161785
405.0,1110,3319.766
260.0,1042,3358.191733
425.0,1120,3374.764886
235.0,987,3376.135608
125.0,560,3376.885441
180.0,908,3378.200674
465.0,1446,3380.254776
440.0,1344,3382.181283
360.0,1128,3383.780576
180.0,612,3384.654914
320.0,893,3401.041212
290.0,902,3402.296917
145.0,838,3403.507559
305.0,1114,3405.097292
140.0,621,3405.957572
340.0,1056,3407.446288
430.0,1345,3409.37095
260.0,822,3410.518252
255.0,1196,3412.232941
625.0,1252,3429.034742
300.0,978,3430.449629
260.0,901,3431.724295
415.0,938,3433.063559
205.0,873,3434.257245
100.0,657,3435.155874
160.0,885,3436.396448
470.0,1303,3438.25268
135.0,850,3439.449785
140.0,595,3455.275514
265.0,854,3456.444184
270.0,959,3457.781906
445.0,1161,3459.40394
170.0,729,3460.429722
340.0,1096,3461.981395
270.0,1234,3463.753251
540.0,1378,3465.705117
315.0,997,3467.086301
225.0,780,3483.192087
300.0,955,3484.559815
205.0,870,3485.780064
105.0,604,3486.637263
380.0,1161,3488.280823
200.0,1121,3489.911064
255.0,1137,3491.546225
340.0,797,3492.70935
225.0,820,3493.893615
125.0,800,3510.087243
575.0,1056,3511.596287
555.0,1455,3513.669025
485.0,1078,3515.221732
255.0,896,3516.579542
315.0,877,3517.824187
335.0,1299,3519.638442
160.0,695,3520.633871
370.0,1092,3537.275316
320.0,981,3538.660318
305.0,952,3540.017491
345.0,1001,3541.410147
215.0,738,3542.451472
370.0,789,3543.542113
120.0,551,3544.315221
265.0,715,3545.30545
140.0,789,3546.402961
150.0,531,3547.120042
175.0,680,3548.063223
340.0,770,3564.164087
375.0,1105,3565.731271
490.0,1591,3567.995574
250.0,880,3569.215774
130.0,670,3570.141624
80.0,374,3570.635194
110.0,537,3571.372623
170.0,929,3572.697047
345.0,971,3574.050785
460.0,1428,3576.11532
550.0,1586,3593.451009
520.0,1360,3595.388749
335.0,1353,3597.33578
280.0,1013,3598.758937
125.0,697,3599.737576
390.0,1164,3601.41304
125.0,701,3602.394062
320.0,910,3618.788181
155.0,689,3619.793682
300.0,1093,3621.370056
305.0,913,3622.673564
380.0,1111,3624.217304
250.0,945,3625.551636
260.0,896,3662.652896
130.0,431,3663.21617
245.0,904,3664.525482
565.0,1165,3666.188204
260.0,812,3682.422866
440.0,1477,3684.532437
435.0,986,3685.927784
205.0,772,3686.977542
310.0,866,3688.218185
30.0,528,3688.930767
525.0,1328,3690.828891
265.0,1038,3692.303255
90.0,657,3693.23489
195.0,632,3709.180305
600.0,1530,3711.3426
370.0,1355,3713.329772
335.0,1104,3714.929919
165.0,1096,3716.489489
170.0,695,3717.478125
190.0,639,3718.372369
405.0,1173,3720.042823
85.0,745,3736.322526
470.0,1059,3737.855937
195.0,662,3738.77376
145.0,654,3739.653394
310.0,900,3740.94306
405.0,1004,3742.353014
300.0,898,3743.60838
385.0,1233,3745.378672
575.0,1499,3747.534709
280.0,755,3763.859697
145.0,575,3764.678755
180.0,671,3765.591059
355.0,1158,3767.242856
285.0,1018,3768.722555
420.0,840,3769.968547
290.0,873,3771.272109
185.0,693,3772.254955
465.0,826,3773.438441
235.0,881,3774.679284
720.0,1493,3791.943391
350.0,1247,3793.736296
195.0,974,3795.125818
230.0,777,3796.18815
615.0,1164,3797.84991
495.0,1415,3799.895454
190.0,732,3800.865906
265.0,1036,3802.32802
190.0,751,3818.517766
335.0,919,3819.84051
395.0,1185,3821.561547
365.0,987,3822.97406
695.0,1324,3824.833643
340.0,1016,3826.256859
470.0,1317,3828.136654
455.0,1543,3830.303607
440.0,1017,3846.827565
325.0,1016,3848.337863
150.0,481,3849.053452
230.0,912,3850.388621
470.0,949,3851.828791
340.0,886,3853.139456
250.0,749,3854.238708
260.0,813,3855.418683
570.0,1347,3857.466488
285.0,991,3873.984291
275.0,1139,3875.591521
315.0,1509,3877.758629
335.0,1187,3879.419502
305.0,860,3880.63978
115.0,537,3881.363356
225.0,731,3882.332709
400.0,1158,3884.03064
580.0,1370,3901.152353
125.0,534,3901.918454
475.0,1144,3903.588325
135.0,646,3904.498022
340.0,1142,3906.13678
355.0,981,3907.663107
260.0,861,3908.909922
420.0,1199,3910.651336
225.0,1052,3912.177733
310.0,1215,3929.15187
490.0,1331,3931.06937
375.0,1216,3932.813392
80.0,611,3967.608868
260.0,887,3968.865914
650.0,1660,3971.264093
415.0,1170,3972.947491
160.0,636,3973.798118
75.0,455,3989.565796
190.0,869,3990.796512
350.0,1022,3992.246583
295.0,927,3993.567899
235.0,936,3994.882945
175.0,862,3996.091818
240.0,891,3997.34364
280.0,861,3998.544207
235.0,760,3999.604572
125.0,612,4000.440723
480.0,1257,4017.29432
525.0,1385,4019.232576
355.0,945,4020.557897
435.0,1284,4022.418253
360.0,1303,4024.312045
515.0,930,4025.59973
130.0,841,4026.785837
245.0,852,4028.010136
165.0,728,4044.174211
510.0,1413,4046.224138
160.0,625,4047.080816
310.0,1223,4048.84024
225.0,851,4050.025532
295.0,1070,4051.60587
550.0,1468,4053.677884
475.0,1213,4055.44865
515.0,1450,4072.72289
275.0,1019,4074.158877
165.0,673,4075.120548
415.0,990,4076.511352
220.0,825,4077.67655
145.0,871,4078.910299
280.0,985,4080.315159
285.0,1032,4081.816988
470.0,1402,4098.898993
670.0,1159,4100.573597
125.0,506,4101.26721
370.0,915,4102.598583
280.0,1185,4104.25865
365.0,1206,4105.975311
395.0,868,4107.212497
160.0,625,4108.123855
295.0,1083,4109.675786
450.0,997,4126.29286
225.0,709,4127.273324
175.0,888,4128.529548
225.0,838,4129.719444
275.0,970,4131.130223
440.0,1003,4132.578509
240.0,806,4133.718985
230.0,943,4135.068228
375.0,1157,4136.724099
455.0,1117,4138.271872
555.0,1020,4154.862471
445.0,1240,4156.617123
285.0,1054,4158.116238
140.0,745,4159.160895
365.0,1236,4160.951789
335.0,885,4162.201107
330.0,1044,4163.684629
390.0,1210,4165.427943
330.0,1283,4182.346191
350.0,1112,4183.909025
155.0,749,4184.940753
470.0,1188,4186.614238
215.0,829,4187.796187
105.0,659,4188.765859
260.0,1072,4190.387651
420.0,1240,4192.171138
265.0,714,4193.152784
310.0,998,4209.663162
120.0,833,4210.808207
390.0,1397,4212.899812
170.0,680,4213.865576
330.0,1078,4215.446929
325.0,990,4216.874235
405.0,922,4218.228933
240.0,1088,4219.772169
265.0,895,4236.0722
390.0,898,4237.39536
155.0,956,4272.962205
170.0,982,4274.367988
400.0,964,4275.725677
155.0,537,4276.457604
430.0,974,4277.83176
505.0,1098,4279.388251
720.0,1417,4281.417729
350.0,1108,4298.053779
105.0,529,4298.793538
250.0,1064,4300.308203
395.0,1574,4302.606518
150.0,695,4303.589526
315.0,1046,4305.096193
230.0,968,4306.456773
240.0,966,4307.84268
340.0,1259,4324.672773
290.0,1024,4326.155612
455.0,1361,4328.133952
370.0,941,4329.505665
180.0,860,4330.743335
275.0,1036,4332.266309
335.0,1240,4334.100501
75.0,485,4334.750581
155.0,693,4335.747206
215.0,1041,4352.672618
220.0,1009,4354.313557
230.0,752,4355.465853
240.0,881,4356.771027
515.0,1348,4358.715977
465.0,1247,4360.537589
385.0,1096,4362.105776
510.0,1458,4364.290247
440.0,1061,4381.022275
180.0,784,4382.13647
495.0,927,4383.425682
140.0,710,4384.445103
465.0,1165,4386.10184
170.0,624,4386.940083
315.0,939,4388.29144
130.0,804,4389.48859
185.0,614,4390.355941
255.0,892,4391.650585
165.0,621,4392.539182
95.0,603,4408.483439
105.0,515,4409.170011
115.0,964,4410.50183
460.0,1414,4412.560894
600.0,1469,4414.681946
195.0,832,4415.848015
415.0,884,4417.131667
510.0,1257,4418.980927
495.0,1313,4436.107911
