#{"t_start": 1768227135.8752177, "env_id": "SpaceInvaders-v0"}
r,l,t
365.0,1126,1424.160705
230.0,643,1425.035986
470.0,1269,1441.761839
260.0,929,1443.073911
160.0,731,1477.132696
365.0,923,1478.442405
120.0,609,1479.301054
255.0,936,1480.633132
570.0,1061,1482.145016
75.0,461,1482.775635
155.0,660,1483.696468
545.0,1458,1500.699226
570.0,1273,1502.526452
160.0,665,1503.433583
270.0,842,1504.608139
120.0,694,1505.556287
185.0,810,1506.656777
225.0,1233,1508.41205
145.0,810,1509.504219
90.0,455,1510.1133
245.0,1060,1511.646052
90.0,613,1512.496021
270.0,860,1528.561108
200.0,879,1529.754856
385.0,1224,1531.443572
300.0,965,1532.755682
280.0,937,1534.047059
245.0,853,1535.226708
100.0,512,1535.910531
370.0,1137,1537.555712
500.0,1341,1554.393991
120.0,528,1555.134593
165.0,804,1556.24242
145.0,709,1557.239398
80.0,693,1558.198511
70.0,631,1559.077208
410.0,1320,1560.922098
385.0,715,1561.904523
125.0,737,1562.951586
500.0,1096,1564.49623
145.0,635,1565.356351
140.0,607,1566.163591
450.0,1149,1582.616257
270.0,883,1583.881921
120.0,665,1584.809252
145.0,703,1585.797631
335.0,1015,1587.22234
225.0,625,1588.090945
325.0,958,1589.424956
375.0,1009,1590.87082
150.0,690,1591.857059
425.0,1233,1608.532207
235.0,919,1609.814459
240.0,989,1611.179115
105.0,492,1611.817639
310.0,990,1613.191821
450.0,1137,1614.76416
175.0,907,1616.043454
160.0,794,1617.16314
270.0,1027,1618.629602
405.0,1029,1620.079318
560.0,1161,1636.527116
340.0,813,1637.673
275.0,895,1638.948942
175.0,904,1640.229911
120.0,546,1640.959039
65.0,511,1641.631499
295.0,930,1642.941499
435.0,1142,1644.546673
395.0,1167,1646.183975
380.0,1503,1663.177189
375.0,971,1664.553099
395.0,1183,1666.219688
80.0,432,1666.774251
110.0,492,1667.44685
400.0,1144,1669.093268
115.0,691,1670.05321
390.0,1207,1671.740359
330.0,959,1673.061572
340.0,987,1689.331991
360.0,1021,1690.756143
485.0,1243,1692.466999
205.0,792,1693.58517
210.0,755,1694.616312
170.0,729,1695.671456
645.0,1187,1697.40783
310.0,811,1698.547435
285.0,1018,1700.033888
245.0,883,1701.27107
530.0,1217,1717.925524
345.0,1049,1719.377415
290.0,1076,1720.918853
120.0,723,1721.901541
165.0,791,1723.006865
375.0,1057,1724.485537
200.0,707,1725.46913
235.0,883,1726.723789
620.0,1219,1743.343974
200.0,669,1779.212144
135.0,625,1780.10055
195.0,1011,1781.525841
385.0,791,1782.655172
580.0,1397,1784.660052
165.0,650,1785.579593
165.0,659,1786.497209
305.0,978,1787.914073
85.0,545,1788.667645
330.0,944,1789.984278
395.0,900,1806.197982
240.0,752,1807.252608
330.0,961,1808.623387
285.0,954,1809.980032
305.0,995,1811.343056
425.0,938,1812.708557
230.0,927,1814.041716
120.0,401,1814.561801
400.0,1215,1816.279099
220.0,809,1817.418868
155.0,635,1833.250552
140.0,846,1834.434673
250.0,1058,1835.976342
245.0,901,1837.294527
350.0,1033,1838.771722
610.0,966,1840.118893
290.0,832,1841.282748
125.0,816,1842.430437
245.0,934,1843.724764
395.0,1063,1860.24809
505.0,1131,1861.806765
290.0,1102,1863.390952
205.0,932,1864.716202
375.0,772,1865.805488
410.0,966,1867.168601
125.0,642,1868.037802
145.0,510,1868.733934
180.0,822,1869.910372
350.0,1035,1871.398034
240.0,810,1889.18919
65.0,349,1889.770262
595.0,1096,1891.593938
295.0,1082,1893.417333
190.0,741,1894.63438
190.0,764,1895.848487
320.0,972,1897.453296
220.0,950,1899.005487
260.0,779,1900.249135
655.0,1415,1922.369227
470.0,1386,1924.67629
370.0,1063,1926.426024
385.0,1086,1928.206043
275.0,1173,1930.102404
195.0,818,1931.442841
340.0,1012,1933.099756
490.0,1020,1934.767368
560.0,1384,1956.676864
410.0,1275,1958.762257
305.0,817,1960.031075
245.0,858,1961.417251
140.0,687,1962.472297
180.0,608,1963.416576
200.0,694,1964.495879
300.0,1045,1966.245611
180.0,653,1967.462296
210.0,703,1968.628941
80.0,408,1969.267531
135.0,725,1990.080816
165.0,704,1991.217451
295.0,1142,1993.095183
140.0,541,1993.96481
330.0,1130,1995.810543
345.0,1234,1997.932786
285.0,786,1999.180238
425.0,1182,2001.116973
225.0,912,2002.55792
275.0,1235,2024.240192
310.0,940,2025.758888
110.0,409,2026.409135
135.0,650,2027.603692
140.0,629,2028.643095
250.0,952,2030.209794
225.0,1095,2031.987006
380.0,1333,2034.171933
515.0,1253,2036.179113
335.0,964,2057.411747
50.0,362,2057.975113
420.0,1152,2059.866574
355.0,842,2061.24973
350.0,1066,2062.97445
125.0,718,2064.114625
320.0,1035,2065.858432
445.0,1405,2068.201674
245.0,783,2110.128867
345.0,1069,2131.567153
215.0,776,2132.785311
315.0,1059,2134.484015
355.0,1325,2136.622057
440.0,1284,2138.684026
245.0,920,2140.1367
185.0,674,2141.21633
495.0,1542,2143.683557
335.0,1102,2165.270376
420.0,1288,2167.362127
325.0,938,2168.902901
620.0,1093,2170.67765
425.0,1239,2172.685915
265.0,1023,2174.293098
455.0,1115,2176.026776
275.0,849,2177.519277
200.0,617,2178.521479
310.0,937,2199.655188
225.0,742,2200.842273
585.0,1017,2202.495454
210.0,1111,2204.303407
445.0,1142,2206.177373
310.0,782,2207.554889
390.0,1368,2209.822954
400.0,1095,2211.629578
165.0,727,2212.764394
210.0,668,2233.34759
385.0,933,2234.836084
370.0,1069,2236.521111
250.0,1116,2238.538364
400.0,1217,2240.489266
105.0,518,2241.275051
85.0,520,2242.080017
250.0,978,2243.656745
535.0,1204,2245.614562
505.0,1267,2267.461629
150.0,738,2268.616293
150.0,692,2269.773571
380.0,1157,2271.622886
410.0,1090,2273.386385
245.0,852,2274.760557
330.0,992,2276.392745
465.0,980,2277.958018
340.0,1084,2279.713727
125.0,625,2300.38072
155.0,565,2301.296327
165.0,649,2302.329342
600.0,1388,2304.845321
120.0,526,2305.745663
220.0,1071,2307.471368
200.0,837,2308.817645
400.0,1216,2310.806884
435.0,991,2312.278561
305.0,962,2313.615202
150.0,662,2329.648547
235.0,916,2330.919676
240.0,1089,2332.49338
430.0,1285,2334.371092
80.0,480,2335.04267
455.0,1285,2336.850872
235.0,845,2338.055007
440.0,1517,2340.16874
365.0,1076,2356.667452
445.0,825,2357.832095
170.0,846,2359.011223
95.0,511,2359.695797
630.0,1332,2361.579103
290.0,1026,2363.002253
285.0,830,2364.167385
145.0,600,2364.986474
535.0,1103,2366.549655
230.0,825,2367.684278
125.0,641,2383.547541
320.0,882,2384.794672
750.0,1458,2386.873406
515.0,1527,2389.084689
155.0,648,2389.971293
225.0,755,2391.032402
400.0,1095,2392.570565
365.0,1026,2394.003436
595.0,1255,2410.604358
175.0,805,2411.714977
395.0,1057,2413.187643
135.0,715,2414.161747
305.0,974,2415.560902
150.0,674,2416.4835
205.0,1069,2455.055557
110.0,622,2455.931646
415.0,1171,2457.594335
160.0,665,2458.487933
270.0,995,2474.909912
90.0,825,2476.058043
365.0,1082,2477.607739
175.0,788,2478.703368
255.0,1196,2480.396055
455.0,1437,2482.417277
140.0,968,2483.792424
155.0,820,2484.974566
405.0,1319,2501.703912
455.0,1131,2503.330767
150.0,796,2504.476897
680.0,1256,2506.242574
230.0,749,2507.280215
355.0,936,2508.573856
235.0,898,2509.819983
655.0,1435,2511.85473
195.0,709,2512.835831
320.0,1154,2529.375148
145.0,634,2530.275752
185.0,659,2531.193358
390.0,1300,2533.067075
330.0,1293,2534.945273
640.0,1288,2536.811983
330.0,1295,2538.665716
770.0,1512,2555.751544
295.0,973,2557.144701
425.0,1276,2558.974407
120.0,530,2559.717983
280.0,866,2560.933113
330.0,944,2562.243759
120.0,731,2563.293375
290.0,1042,2564.764041
415.0,1038,2566.217197
205.0,831,2582.34256
785.0,1789,2584.89959
140.0,792,2585.99521
120.0,967,2587.347389
305.0,1034,2588.781055
370.0,1104,2590.318714
515.0,1241,2592.07391
345.0,1028,2593.531067
195.0,626,2609.22282
240.0,798,2610.385963
325.0,1161,2611.988654
110.0,704,2612.984359
360.0,1045,2614.429511
110.0,544,2615.1956
160.0,684,2616.111194
340.0,931,2617.416531
335.0,896,2618.674731
180.0,615,2619.515819
75.0,676,2620.460424
470.0,1297,2637.263389
205.0,800,2638.398517
540.0,1415,2640.441735
305.0,789,2641.594864
335.0,1000,2642.988679
125.0,649,2643.89129
495.0,1463,2645.995025
165.0,692,2646.963628
265.0,896,2648.190264
235.0,837,2664.308574
435.0,921,2665.687727
115.0,631,2666.545819
190.0,821,2667.691912
250.0,682,2668.625516
370.0,1162,2670.263696
485.0,1102,2671.82086
385.0,1253,2673.647615
210.0,904,2674.970263
385.0,976,2691.287431
100.0,680,2692.231026
500.0,1077,2693.789209
330.0,872,2695.080847
220.0,980,2696.433491
320.0,1056,2697.934159
210.0,867,2699.175302
110.0,547,2699.942381
85.0,552,2700.681465
215.0,847,2701.883594
335.0,936,2718.142986
95.0,642,2719.019592
160.0,878,2720.241726
395.0,1212,2721.989921
195.0,770,2759.233747
120.0,689,2760.232868
255.0,1233,2762.002069
520.0,890,2763.259203
330.0,1196,2764.948893
330.0,947,2781.306882
385.0,1336,2783.205114
130.0,558,2783.971689
305.0,1145,2785.598909
315.0,1290,2787.456109
470.0,981,2788.87026
145.0,751,2789.906878
335.0,900,2791.148008
365.0,1045,2792.639352
155.0,715,2808.687447
165.0,634,2809.531034
380.0,1065,2811.089361
325.0,924,2812.391695
365.0,1186,2814.033943
380.0,1290,2815.85497
230.0,1029,2817.26611
465.0,1559,2819.528239
110.0,539,2820.274817
200.0,789,2836.381794
430.0,1390,2838.381738
270.0,885,2839.649228
175.0,827,2840.813604
300.0,972,2842.16762
330.0,1050,2843.600776
50.0,555,2844.374233
340.0,818,2845.527051
385.0,1031,2846.993991
665.0,1201,2863.7748
260.0,820,2864.914559
145.0,696,2865.880422
375.0,1467,2868.029988
780.0,1713,2870.455074
405.0,1153,2872.079246
435.0,1213,2873.77281
270.0,905,2890.085392
470.0,962,2891.458021
275.0,1028,2892.928676
340.0,1264,2894.754872
210.0,879,2895.996383
655.0,1370,2897.939416
250.0,859,2899.149038
370.0,1260,2900.944255
260.0,884,2917.626049
330.0,902,2919.019211
215.0,1071,2920.662416
185.0,762,2921.80904
520.0,1322,2923.696398
330.0,1300,2925.599117
140.0,630,2926.496386
445.0,1346,2928.40975
570.0,1702,2945.737956
200.0,914,2947.02962
190.0,917,2948.329993
555.0,1365,2950.269697
130.0,717,2951.313722
225.0,838,2952.459636
670.0,1331,2954.330185
110.0,836,2955.510521
135.0,574,2956.31831
360.0,1068,2972.921669
215.0,890,2974.158423
175.0,655,2975.073079
210.0,844,2976.248215
305.0,1005,2977.673492
300.0,1017,2979.093638
230.0,842,2980.272867
295.0,848,2981.484603
235.0,1014,2982.952899
305.0,1098,2999.468986
590.0,1569,3001.726678
325.0,1000,3003.143625
365.0,1169,3004.801265
410.0,884,3006.079906
445.0,1497,3008.257173
130.0,693,3009.238293
210.0,833,3010.435676
195.0,707,3026.496946
270.0,955,3027.842848
675.0,1495,3067.444518
265.0,817,3068.585251
270.0,1140,3070.220335
500.0,1207,3071.958264
410.0,1033,3073.426027
380.0,1480,3075.534586
600.0,1478,3092.769899
725.0,1753,3095.281503
500.0,1280,3097.109119
660.0,1414,3099.133872
495.0,1455,3101.216638
250.0,1073,3102.708416
305.0,1086,3119.378693
290.0,971,3120.72033
225.0,710,3121.706475
830.0,1374,3123.68822
200.0,779,3124.769225
320.0,1173,3126.447301
460.0,1450,3128.522861
245.0,1001,3129.931031
420.0,1330,3147.096985
455.0,1016,3148.575183
280.0,976,3150.042343
295.0,972,3151.378489
195.0,693,3152.407156
465.0,1404,3154.424792
370.0,1258,3156.312337
340.0,1207,3158.062878
65.0,537,3173.863688
545.0,1056,3175.306723
305.0,900,3176.553109
650.0,1472,3178.616377
380.0,907,3179.957702
305.0,1056,3181.458951
335.0,1012,3182.928775
235.0,810,3184.078452
345.0,753,3185.150365
335.0,1116,3201.824958
235.0,807,3202.941144
300.0,1157,3204.601841
620.0,1010,3206.101227
145.0,715,3207.096952
200.0,701,3208.073629
295.0,843,3209.281006
280.0,954,3210.652652
290.0,1008,3212.036166
340.0,1143,3228.740769
435.0,1016,3230.157269
295.0,1182,3231.85517
270.0,867,3233.09147
125.0,846,3234.270615
305.0,1021,3235.692456
525.0,1043,3237.13879
235.0,957,3238.538914
190.0,1055,3255.081305
280.0,1116,3256.651739
165.0,680,3257.610479
300.0,1190,3259.313627
225.0,636,3260.208759
200.0,722,3261.201563
125.0,721,3262.18298
325.0,973,3263.577442
135.0,714,3264.560174
170.0,703,3265.536626
270.0,967,3266.92097
295.0,1014,3283.301689
135.0,848,3284.496144
440.0,1135,3286.116181
220.0,870,3287.384507
235.0,606,3288.187647
205.0,692,3289.139796
205.0,594,3289.982889
355.0,1054,3291.489492
100.0,494,3292.143565
380.0,1158,3293.77536
350.0,1198,3310.339887
125.0,661,3311.247055
280.0,874,3312.486837
340.0,1159,3314.13419
95.0,467,3314.748419
300.0,912,3316.035383
460.0,1279,3317.91881
220.0,669,3318.836908
600.0,1641,3358.174248
575.0,1377,3375.152496
315.0,959,3376.524727
425.0,1091,3378.090682
380.0,972,3379.448754
235.0,990,3380.839424
180.0,752,3381.861128
580.0,1506,3384.006821
265.0,884,3385.240036
215.0,1009,3401.809451
30.0,709,3402.773998
370.0,1094,3404.309595
545.0,1645,3406.698225
125.0,702,3407.722451
265.0,879,3408.911922
420.0,1232,3410.693791
170.0,695,3411.643875
365.0,923,3428.006444
415.0,852,3429.233798
80.0,548,3429.964078
240.0,908,3431.269762
265.0,1029,3432.70654
390.0,1231,3434.463309
160.0,761,3435.544964
315.0,1122,3437.152071
145.0,712,3438.129194
80.0,485,3438.798268
175.0,893,3455.07452
85.0,556,3455.848144
355.0,963,3457.172333
325.0,1166,3458.797038
250.0,921,3460.081703
230.0,1049,3461.604374
280.0,686,3462.564481
145.0,771,3463.616763
300.0,861,3464.836535
170.0,815,3465.98317
190.0,1143,3482.600047
155.0,752,3483.677658
550.0,1241,3485.412935
420.0,1178,3487.107957
205.0,1021,3488.54538
305.0,1181,3490.254278
300.0,788,3491.37523
255.0,871,3492.597355
315.0,1217,3509.414015
380.0,1227,3511.174263
490.0,933,3512.514918
335.0,857,3513.683053
285.0,936,3515.005213
180.0,536,3515.795319
225.0,744,3516.8371
545.0,1391,3518.798923
320.0,971,3520.137345
325.0,1006,3521.586498
375.0,1128,3538.245444
265.0,1069,3539.764978
370.0,936,3541.07263
265.0,992,3542.502499
400.0,1159,3544.127719
470.0,1547,3546.359979
320.0,958,3547.721633
345.0,1103,3564.321628
355.0,1175,3565.988321
375.0,1566,3568.196619
315.0,879,3569.417311
180.0,874,3570.686223
345.0,1032,3572.181521
270.0,965,3573.515744
260.0,900,3574.76215
150.0,695,3575.75881
310.0,1011,3592.217397
210.0,852,3593.375523
745.0,1521,3595.519282
210.0,815,3596.6688
425.0,1556,3598.879472
295.0,923,3600.195653
65.0,493,3600.843506
240.0,770,3601.931527
605.0,1257,3618.875719
460.0,1377,3620.863348
505.0,1016,3622.333544
385.0,1260,3624.117819
525.0,846,3625.29013
135.0,701,3626.243722
160.0,650,3662.993168
380.0,1369,3664.984075
90.0,663,3665.907687
275.0,1168,3682.654473
130.0,661,3683.556657
495.0,1407,3685.544207
300.0,967,3686.904054
440.0,1383,3688.865785
135.0,709,3689.875303
470.0,1290,3691.715186
350.0,1176,3693.400933
235.0,981,3709.859958
395.0,1022,3711.272619
200.0,814,3712.426647
295.0,840,3713.621865
450.0,1085,3715.160557
305.0,1051,3716.646038
360.0,967,3718.048794
140.0,747,3719.129504
595.0,1161,3720.793536
220.0,675,3736.938214
520.0,1478,3739.093324
355.0,983,3740.521038
240.0,980,3741.932467
350.0,1458,3744.017468
300.0,1277,3745.837775
575.0,1270,3747.651247
330.0,869,3764.120742
470.0,1528,3766.295377
155.0,690,3767.289408
255.0,999,3768.717597
595.0,959,3770.123094
180.0,936,3771.486155
745.0,1316,3773.463472
520.0,1199,3775.160969
430.0,1163,3791.93142
605.0,1099,3793.461785
180.0,623,3794.3202
470.0,1469,3796.415737
205.0,838,3797.571403
260.0,863,3798.767832
450.0,1563,3800.992283
600.0,1432,3803.019652
105.0,726,3819.195997
340.0,1002,3820.64983
500.0,1138,3822.323496
400.0,1229,3824.040766
165.0,721,3825.034698
120.0,620,3825.898345
425.0,1110,3827.487098
420.0,1239,3829.215991
240.0,797,3830.305629
285.0,887,3846.607562
370.0,871,3847.89032
120.0,624,3848.843453
350.0,1022,3850.41865
465.0,1196,3852.188362
265.0,963,3853.60165
385.0,811,3854.796118
525.0,1511,3857.068453
245.0,753,3873.24372
80.0,617,3874.100835
360.0,929,3875.396022
255.0,783,3876.489318
315.0,966,3877.849164
165.0,776,3878.915977
405.0,1130,3880.526295
210.0,1191,3882.185704
685.0,1259,3884.028247
200.0,702,3885.025505
225.0,697,3901.120381
130.0,599,3901.995499
350.0,1127,3903.623867
255.0,876,3904.885598
255.0,918,3906.22333
395.0,889,3907.542623
505.0,1346,3909.496147
210.0,864,3910.75088
210.0,915,3912.037241
550.0,1271,3929.115899
160.0,705,3930.099051
340.0,1137,3931.733269
545.0,1199,3967.403358
380.0,1076,3968.940457
190.0,937,3970.237972
415.0,1179,3971.914229
610.0,1483,3974.022173
255.0,829,3990.376486
560.0,1174,3992.058573
220.0,893,3993.29638
365.0,1210,3995.024045
355.0,1117,3996.632437
375.0,771,3997.712755
270.0,1022,3999.165535
585.0,1062,4000.706578
225.0,771,4016.853296
495.0,1312,4018.688837
135.0,911,4019.970056
410.0,1132,4021.589105
150.0,799,4022.732308
460.0,1513,4024.888161
280.0,1244,4026.657353
145.0,660,4027.590527
450.0,1335,4044.659334
295.0,974,4046.066282
155.0,664,4047.014328
150.0,709,4048.019044
665.0,1494,4050.122553
220.0,706,4051.120697
500.0,1396,4053.09281
225.0,811,4054.254062
265.0,1175,4055.978256
455.0,1192,4072.86295
335.0,881,4074.091391
270.0,843,4075.309579
545.0,1443,4077.36303
575.0,1455,4079.440906
305.0,1157,4081.112922
280.0,1024,4082.613675
315.0,1154,4099.301903
160.0,799,4100.413595
230.0,1167,4102.12627
330.0,1108,4103.71629
280.0,992,4105.098484
310.0,1064,4106.61543
280.0,908,4107.96037
325.0,1115,4109.542785
200.0,767,4110.643317
180.0,850,4127.009805
270.0,1107,4128.626891
70.0,611,4129.462445
110.0,443,4130.073539
80.0,384,4130.597104
350.0,1014,4132.030449
135.0,717,4132.994601
340.0,1020,4134.45565
125.0,704,4135.446814
525.0,1080,4136.986186
310.0,1096,4153.641806
370.0,1202,4155.355546
255.0,1046,4156.843705
495.0,1176,4158.609838
70.0,533,4159.358096
655.0,1454,4161.417435
150.0,581,4162.206132
410.0,1134,4163.809183
115.0,821,4164.957394
315.0,943,4181.381578
405.0,1246,4183.119329
415.0,1112,4184.697747
360.0,1193,4186.40124
130.0,719,4187.410573
455.0,1418,4189.571316
170.0,1011,4191.035753
445.0,1308,4192.934778
125.0,565,4208.831093
525.0,1554,4211.05128
285.0,1000,4212.52278
485.0,1287,4214.435187
210.0,942,4215.762578
120.0,643,4216.632708
555.0,1423,4218.710543
165.0,822,4219.872203
175.0,969,4236.273757
595.0,1036,4237.814448
210.0,768,4273.137254
545.0,1455,4275.257153
295.0,959,4276.619651
505.0,1435,4278.67065
150.0,629,4279.551788
545.0,1468,4281.606779
145.0,742,4297.708274
375.0,1306,4299.621646
460.0,1034,4301.109314
445.0,874,4302.370013
400.0,1033,4303.880568
385.0,1108,4305.436292
290.0,979,4306.827584
210.0,1047,4308.290437
180.0,680,4309.223488
90.0,726,4325.273467
135.0,622,4326.149215
380.0,1170,4327.825436
580.0,1460,4329.96026
495.0,1085,4331.549751
135.0,670,4332.511867
260.0,774,4333.6205
490.0,1545,4335.889624
335.0,1140,4353.016918
270.0,1118,4354.821796
230.0,748,4355.959965
300.0,913,4357.30363
295.0,1096,4358.859518
325.0,1082,4360.396589
315.0,940,4361.746757
475.0,889,4363.06695
305.0,937,4364.44229
230.0,741,4380.69673
195.0,892,4381.952475
340.0,1047,4383.457707
275.0,952,4384.818179
475.0,1470,4386.935107
185.0,923,4388.27847
140.0,648,4389.193081
210.0,821,4390.403968
55.0,515,4391.128047
370.0,1283,4408.118417
430.0,1189,4409.811116
260.0,1064,4411.320439
80.0,419,4411.893506
70.0,491,4412.574917
470.0,1249,4414.37444
130.0,805,4415.461994
265.0,959,4416.824159
175.0,776,4417.924793
260.0,1105,4419.555015
355.0,1032,4436.242444
555.0,1662,4438.589755
530.0,1422,4440.594512
